SeriesCode,Topic,IndicatorName,ShortDefinition,LongDefinition,UnitOfMeasure,industryCode,measureUnit,code
SE.SEC.ENRR,Education: Participation,"School enrollment, secondary (% gross)",,"Gross enrollment ratio is the ratio of total enrollment, regardless of age, to the population of the age group that officially corresponds to the level of education shown. Secondary education completes the provision of basic education that began at the primary level, and aims at laying the foundations for lifelong learning and human development, by offering more subject- or skill-oriented instruction using more specialized teachers.",,SE,ENRR,SEC
SE.SEC.NENR,Education: Participation,"School enrollment, secondary (% net)",,"Net enrollment rate is the ratio of children of official school age who are enrolled in school to the population of the corresponding official school age. Secondary education completes the provision of basic education that began at the primary level, and aims at laying the foundations for lifelong learning and human development, by offering more subject- or skill-oriented instruction using more specialized teachers.",,SE,NENR,SEC
SE.ENR.SECO.FM.ZS,Education: Participation,"School enrollment, secondary (gross), gender parity index (GPI)",,Gender parity index for gross enrollment ratio in secondary education is the ratio of girls to boys enrolled at secondary level in public and private schools.,,SE,ZS,ENR.SECO.FM
SE.SEC.ENRR.FE,Education: Participation,"School enrollment, secondary, female (% gross)",,"Gross enrollment ratio is the ratio of total enrollment, regardless of age, to the population of the age group that officially corresponds to the level of education shown. Secondary education completes the provision of basic education that began at the primary level, and aims at laying the foundations for lifelong learning and human development, by offering more subject- or skill-oriented instruction using more specialized teachers.",,SE,FE,SEC.ENRR
SE.SEC.NENR.FE,Education: Participation,"School enrollment, secondary, female (% net)",,"Net enrollment rate is the ratio of children of official school age who are enrolled in school to the population of the corresponding official school age. Secondary education completes the provision of basic education that began at the primary level, and aims at laying the foundations for lifelong learning and human development, by offering more subject- or skill-oriented instruction using more specialized teachers.",,SE,FE,SEC.NENR
SE.SEC.ENRR.MA,Education: Participation,"School enrollment, secondary, male (% gross)",,"Gross enrollment ratio is the ratio of total enrollment, regardless of age, to the population of the age group that officially corresponds to the level of education shown. Secondary education completes the provision of basic education that began at the primary level, and aims at laying the foundations for lifelong learning and human development, by offering more subject- or skill-oriented instruction using more specialized teachers.",,SE,MA,SEC.ENRR
SE.SEC.NENR.MA,Education: Participation,"School enrollment, secondary, male (% net)",,"Net enrollment rate is the ratio of children of official school age who are enrolled in school to the population of the corresponding official school age. Secondary education completes the provision of basic education that began at the primary level, and aims at laying the foundations for lifelong learning and human development, by offering more subject- or skill-oriented instruction using more specialized teachers.",,SE,MA,SEC.NENR
SE.SEC.PRIV.ZS,Education: Participation,"School enrollment, secondary, private (% of total secondary)",,"Private enrollment refers to pupils or students enrolled in institutions that are not operated by a public authority but controlled and managed, whether for profit or not, by a private body such as a nongovernmental organization, religious body, special interest group, foundation or business enterprise.",,SE,ZS,SEC.PRIV
SE.TER.ENRR,Education: Participation,"School enrollment, tertiary (% gross)",,"Gross enrollment ratio is the ratio of total enrollment, regardless of age, to the population of the age group that officially corresponds to the level of education shown. Tertiary education, whether or not to an advanced research qualification, normally requires, as a minimum condition of admission, the successful completion of education at the secondary level.",,SE,ENRR,TER
SE.ENR.TERT.FM.ZS,Education: Participation,"School enrollment, tertiary (gross), gender parity index (GPI)",,Gender parity index for gross enrollment ratio in tertiary education is the ratio of women to men enrolled at tertiary level in public and private schools.,,SE,ZS,ENR.TERT.FM
SE.TER.ENRR.FE,Education: Participation,"School enrollment, tertiary, female (% gross)",,"Gross enrollment ratio is the ratio of total enrollment, regardless of age, to the population of the age group that officially corresponds to the level of education shown. Tertiary education, whether or not to an advanced research qualification, normally requires, as a minimum condition of admission, the successful completion of education at the secondary level.",,SE,FE,TER.ENRR
SE.TER.ENRR.MA,Education: Participation,"School enrollment, tertiary, male (% gross)",,"Gross enrollment ratio is the ratio of total enrollment, regardless of age, to the population of the age group that officially corresponds to the level of education shown. Tertiary education, whether or not to an advanced research qualification, normally requires, as a minimum condition of admission, the successful completion of education at the secondary level.",,SE,MA,TER.ENRR
SE.SEC.ENRL.GC,Education: Participation,"Secondary education, general pupils",,"Secondary general pupils are the number of secondary students enrolled in general education programs, including teacher training.",,SE,GC,SEC.ENRL
SE.SEC.ENRL.GC.FE.ZS,Education: Participation,"Secondary education, general pupils (% female)",,"Secondary general pupils are the number of secondary students enrolled in general education programs, including teacher training.",,SE,ZS,SEC.ENRL.GC.FE
SE.SEC.ENRL,Education: Participation,"Secondary education, pupils",,Secondary education pupils is the total number of pupils enrolled at secondary level in public and private schools.,,SE,ENRL,SEC
SE.SEC.ENRL.FE.ZS,Education: Participation,"Secondary education, pupils (% female)",,Female pupils as a percentage of total pupils at secondary level includes enrollments in public and private schools.,,SE,ZS,SEC.ENRL.FE
SE.SEC.ENRL.VO,Education: Participation,"Secondary education, vocational pupils",,"Secondary vocational pupils are the number of secondary students enrolled in technical and vocational education programs, including teacher training.",,SE,VO,SEC.ENRL
SE.SEC.ENRL.VO.FE.ZS,Education: Participation,"Secondary education, vocational pupils (% female)",,"Secondary vocational pupils are the number of secondary students enrolled in technical and vocational education programs, including teacher training.",,SE,ZS,SEC.ENRL.VO.FE
AG.AGR.TRAC.NO,Environment: Agricultural production,"Agricultural machinery, tractors",,Agricultural machinery refers to the number of wheel and crawler tractors (excluding garden tractors) in use in agriculture at the end of the calendar year specified or during the first quarter of the following year.,,AG,NO,AGR.TRAC
AG.LND.TRAC.ZS,Environment: Agricultural production,"Agricultural machinery, tractors per 100 sq. km of arable land",,"Agricultural machinery refers to the number of wheel and crawler tractors (excluding garden tractors) in use in agriculture at the end of the calendar year specified or during the first quarter of the following year. Arable land includes land defined by the FAO as land under temporary crops (double-cropped areas are counted once), temporary meadows for mowing or for pasture, land under market or kitchen gardens, and land temporarily fallow. Land abandoned as a result of shifting cultivation is excluded.",,AG,ZS,LND.TRAC
EA.PRD.AGRI.KD,Environment: Agricultural production,Agriculture value added per worker (constant 2005 US$),,"Agriculture value added per worker is a measure of agricultural productivity. Value added in agriculture measures the output of the agricultural sector (ISIC divisions 1-5) less the value of intermediate inputs. Agriculture comprises value added from forestry, hunting, and fishing as well as cultivation of crops and livestock production. Data are in constant 2005 U.S. dollars.",,EA,KD,PRD.AGRI
AG.PRD.CREL.MT,Environment: Agricultural production,Cereal production (metric tons),,"Production data on cereals relate to crops harvested for dry grain only. Cereal crops harvested for hay or harvested green for food, feed, or silage and those used for grazing are excluded.",,AG,MT,PRD.CREL
AG.YLD.CREL.KG,Environment: Agricultural production,Cereal yield (kg per hectare),"Cereal yield, measured as kilograms per hectare of harvested land, includes wheat, rice, maize, barley, oats, rye, millet, sorghum, buckwheat, and mixed grains. Production data on cereals relate to crops harvested for dry grain only. Cereal crops harvested for hay or harvested green for food, feed, or silage and those used for grazing are excluded.","Cereal yield, measured as kilograms per hectare of harvested land, includes wheat, rice, maize, barley, oats, rye, millet, sorghum, buckwheat, and mixed grains. Production data on cereals relate to crops harvested for dry grain only. Cereal crops harvested for hay or harvested green for food, feed, or silage and those used for grazing are excluded. The FAO allocates production data to the calendar year in which the bulk of the harvest took place. Most of a crop harvested near the end of a year will be used in the following year.",,AG,KG,YLD.CREL
AG.PRD.CROP.XD,Environment: Agricultural production,Crop production index (2004-2006 = 100),,"Crop production index shows agricultural production for each year relative to the base period 2004-2006. It includes all crops except fodder crops. Regional and income group aggregates for the FAO's production indexes are calculated from the underlying values in international dollars, normalized to the base period 2004-2006.",,AG,XD,PRD.CROP
AG.CON.FERT.PT.ZS,Environment: Agricultural production,Fertilizer consumption (% of fertilizer production),,"Fertilizer consumption measures the quantity of plant nutrients used per unit of arable land. Fertilizer products cover nitrogenous, potash, and phosphate fertilizers (including ground rock phosphate). Traditional nutrients--animal and plant manures--are not included. For the purpose of data dissemination, FAO has adopted the concept of a calendar year (January to December). Some countries compile fertilizer data on a calendar year basis, while others are on a split-year basis.",,AG,ZS,CON.FERT.PT
AG.CON.FERT.ZS,Environment: Agricultural production,Fertilizer consumption (kilograms per hectare of arable land),,"Fertilizer consumption measures the quantity of plant nutrients used per unit of arable land. Fertilizer products cover nitrogenous, potash, and phosphate fertilizers (including ground rock phosphate). Traditional nutrients--animal and plant manures--are not included. For the purpose of data dissemination, FAO has adopted the concept of a calendar year (January to December). Some countries compile fertilizer data on a calendar year basis, while others are on a split-year basis. Arable land includes land defined by the FAO as land under temporary crops (double-cropped areas are counted once), temporary meadows for mowing or for pasture, land under market or kitchen gardens, and land temporarily fallow. Land abandoned as a result of shifting cultivation is excluded.",,AG,ZS,CON.FERT
AG.PRD.FOOD.XD,Environment: Agricultural production,Food production index (2004-2006 = 100),,"Food production index covers food crops that are considered edible and that contain nutrients. Coffee and tea are excluded because, although edible, they have no nutritive value.",,AG,XD,PRD.FOOD
AG.LND.CREL.HA,Environment: Agricultural production,Land under cereal production (hectares),,"Land under cereal production refers to harvested area, although some countries report only sown or cultivated area. Cereals include wheat, rice, maize, barley, oats, rye, millet, sorghum, buckwheat, and mixed grains. Production data on cereals relate to crops harvested for dry grain only. Cereal crops harvested for hay or harvested green for food, feed, or silage and those used for grazing are excluded.",,AG,HA,LND.CREL
AG.PRD.LVSK.XD,Environment: Agricultural production,Livestock production index (2004-2006 = 100),,"Livestock production index includes meat and milk from all sources, dairy products such as cheese, and eggs, honey, raw silk, wool, and hides and skins.",,AG,XD,PRD.LVSK
EN.BIR.THRD.NO,Environment: Biodiversity & protected areas,"Bird species, threatened",,"Birds are listed for countries included within their breeding or wintering ranges. Threatened species are the number of species classified by the IUCN as endangered, vulnerable, rare, indeterminate, out of danger, or insufficiently known.",,EN,NO,BIR.THRD
EN.FSH.THRD.NO,Environment: Biodiversity & protected areas,"Fish species, threatened",,"Fish species are based on Froese, R. and Pauly, D. (eds). 2008. Threatened species are the number of species classified by the IUCN as endangered, vulnerable, rare, indeterminate, out of danger, or insufficiently known.",,EN,NO,FSH.THRD
ER.BDV.TOTL.XQ,Environment: Biodiversity & protected areas,GEF benefits index for biodiversity (0 = no biodiversity potential to 100 = maximum),,"GEF benefits index for biodiversity is a composite index of relative biodiversity potential for each country based on the species represented in each country, their threat status, and the diversity of habitat types in each country. The index has been normalized so that values run from 0 (no biodiversity potential) to 100 (maximum biodiversity potential).",,ER,XQ,BDV.TOTL
EN.MAM.THRD.NO,Environment: Biodiversity & protected areas,"Mammal species, threatened",,"Mammal species are mammals excluding whales and porpoises. Threatened species are the number of species classified by the IUCN as endangered, vulnerable, rare, indeterminate, out of danger, or insufficiently known.",,EN,NO,MAM.THRD
ER.MRN.PTMR.ZS,Environment: Biodiversity & protected areas,Marine protected areas (% of territorial waters),,Marine protected areas are areas of intertidal or subtidal terrain--and overlying water and associated flora and fauna and historical and cultural features--that have been reserved by law or other effective means to protect part or all of the enclosed environment.,,ER,ZS,MRN.PTMR
EN.HPT.THRD.NO,Environment: Biodiversity & protected areas,"Plant species (higher), threatened",,"Higher plants are native vascular plant species. Threatened species are the number of species classified by the IUCN as endangered, vulnerable, rare, indeterminate, out of danger, or insufficiently known.",,EN,NO,HPT.THRD
ER.PTD.TOTL.ZS,Environment: Biodiversity & protected areas,Terrestrial and marine protected areas (% of total territorial area),,"Terrestrial protected areas are totally or partially protected areas of at least 1,000 hectares that are designated by national authorities as scientific reserves with limited public access, national parks, natural monuments, nature reserves or wildlife sanctuaries, protected landscapes, and areas managed mainly for sustainable use. Marine protected areas are areas of intertidal or subtidal terrain--and overlying water and associated flora and fauna and historical and cultural features--that have been reserved by law or other effective means to protect part or all of the enclosed environment. Sites protected under local or provincial law are excluded.",,ER,ZS,PTD.TOTL
ER.LND.PTLD.ZS,Environment: Biodiversity & protected areas,Terrestrial protected areas (% of total land area),,"Terrestrial protected areas are totally or partially protected areas of at least 1,000 hectares that are designated by national authorities as scientific reserves with limited public access, national parks, natural monuments, nature reserves or wildlife sanctuaries, protected landscapes, and areas managed mainly for sustainable use. Marine areas, unclassified areas, littoral (intertidal) areas, and sites protected under local or provincial law are excluded.",,ER,ZS,LND.PTLD
EN.POP.DNST,Environment: Density & urbanization,Population density (people per sq. km of land area),,"Population density is midyear population divided by land area in square kilometers. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship--except for refugees not permanently settled in the country of asylum, who are generally considered part of the population of their country of origin. Land area is a country's total area, excluding area under inland water bodies, national claims to continental shelf, and exclusive economic zones. In most cases the definition of inland water bodies includes major rivers and lakes.",,EN,DNST,POP
EN.URB.LCTY,Environment: Density & urbanization,Population in largest city,,Population in largest city is the urban population living in the country's largest metropolitan area.,,EN,LCTY,URB
EN.URB.LCTY.UR.ZS,Environment: Density & urbanization,Population in the largest city (% of urban population),,Population in largest city is the percentage of a country's urban population living in that country's largest metropolitan area.,,EN,ZS,URB.LCTY.UR
EN.URB.MCTY,Environment: Density & urbanization,Population in urban agglomerations of more than 1 million,,Population in urban agglomerations of more than one million is the country's population living in metropolitan areas that in 2000 had a population of more than one million people.,,EN,MCTY,URB
EN.URB.MCTY.TL.ZS,Environment: Density & urbanization,Population in urban agglomerations of more than 1 million (% of total population),,Population in urban agglomerations of more than one million is the percentage of a country's population living in metropolitan areas that in 2000 had a population of more than one million people.,,EN,ZS,URB.MCTY.TL
SP.RUR.TOTL,Environment: Density & urbanization,Rural population,,Rural population refers to people living in rural areas as defined by national statistical offices. It is calculated as the difference between total population and urban population. Aggregation of urban and rural population may not add up to total population because of different country coverages.,,SP,TOTL,RUR
SP.RUR.TOTL.ZS,Environment: Density & urbanization,Rural population (% of total population),,Rural population refers to people living in rural areas as defined by national statistical offices. It is calculated as the difference between total population and urban population.,,SP,ZS,RUR.TOTL
SP.RUR.TOTL.ZG,Environment: Density & urbanization,Rural population growth (annual %),,Rural population refers to people living in rural areas as defined by national statistical offices. It is calculated as the difference between total population and urban population.,,SP,ZG,RUR.TOTL
SP.URB.TOTL,Environment: Density & urbanization,Urban population,,Urban population refers to people living in urban areas as defined by national statistical offices. It is calculated using World Bank population estimates and urban ratios from the United Nations World Urbanization Prospects. Aggregation of urban and rural population may not add up to total population because of different country coverages.,,SP,TOTL,URB
SP.URB.TOTL.IN.ZS,Environment: Density & urbanization,Urban population (% of total),,Urban population refers to people living in urban areas as defined by national statistical offices. It is calculated using World Bank population estimates and urban ratios from the United Nations World Urbanization Prospects.,,SP,ZS,URB.TOTL.IN
SP.URB.GROW,Environment: Density & urbanization,Urban population growth (annual %),,Urban population refers to people living in urban areas as defined by national statistical offices. It is calculated using World Bank population estimates and urban ratios from the United Nations World Urbanization Prospects.,,SP,GROW,URB
EN.ATM.METH.AG.ZS,Environment: Emissions,Agricultural methane emissions (% of total),,"Agricultural methane emissions are emissions from animals, animal waste, rice production, agricultural waste burning (nonenergy, on-site), and savannah burning.",,EN,ZS,ATM.METH.AG
EN.ATM.METH.AG.KT.CE,Environment: Emissions,Agricultural methane emissions (thousand metric tons of CO2 equivalent),,"Agricultural methane emissions are emissions from animals, animal waste, rice production, agricultural waste burning (nonenergy, on-site), and savannah burning.",,EN,CE,ATM.METH.AG.KT
EN.ATM.NOXE.AG.ZS,Environment: Emissions,Agricultural nitrous oxide emissions (% of total),,"Agricultural nitrous oxide emissions are emissions produced through fertilizer use (synthetic and animal manure), animal waste management, agricultural waste burning (nonenergy, on-site), and savannah burning.",,EN,ZS,ATM.NOXE.AG
EN.ATM.NOXE.AG.KT.CE,Environment: Emissions,Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),,"Agricultural nitrous oxide emissions are emissions produced through fertilizer use (synthetic and animal manure), animal waste management, agricultural waste burning (nonenergy, on-site), and savannah burning.",,EN,CE,ATM.NOXE.AG.KT
EN.ATM.CO2E.KD.GD,Environment: Emissions,CO2 emissions (kg per 2005 US$ of GDP),,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",,EN,GD,ATM.CO2E.KD
EN.ATM.CO2E.PP.GD.KD,Environment: Emissions,CO2 emissions (kg per 2011 PPP $ of GDP),,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",,EN,KD,ATM.CO2E.PP.GD
EN.ATM.CO2E.PP.GD,Environment: Emissions,CO2 emissions (kg per PPP $ of GDP),,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",,EN,GD,ATM.CO2E.PP
EN.ATM.CO2E.KT,Environment: Emissions,CO2 emissions (kt),,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",,EN,KT,ATM.CO2E
EN.ATM.CO2E.PC,Environment: Emissions,CO2 emissions (metric tons per capita),,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",,EN,PC,ATM.CO2E
EN.CO2.ETOT.ZS,Environment: Emissions,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",,"CO2 emissions from electricity and heat production is the sum of three IEA categories of CO2 emissions: (1) Main Activity Producer Electricity and Heat which contains the sum of emissions from main activity producer electricity generation, combined heat and power generation and heat plants. Main activity producers  (formerly known as public utilities) are defined as those undertakings whose primary activity is to supply the public. They may be publicly or privately owned. This corresponds to IPCC Source/Sink Category 1 A 1 a. For the CO2 emissions from fuel combustion (summary) file, emissions from own on-site use of fuel in power plants (EPOWERPLT) are also included. (2) Unallocated Autoproducers which contains the emissions from the generation of electricity and/or heat by autoproducers. Autoproducers are defined as undertakings that generate electricity and/or heat, wholly or partly for their own use as an activity which supports their primary activity. They may be privately or publicly owned. In the 1996 IPCC Guidelines, these emissions would normally be distributed between industry, transport and ""other"" sectors. (3) Other Energy Industries contains emissions from fuel combusted in petroleum refineries, for the manufacture of solid fuels, coal mining, oil and gas extraction and other energy-producing industries. This corresponds to the IPCC Source/Sink Categories 1 A 1 b and 1 A 1 c. According to the 1996 IPCC Guidelines, emissions from coke inputs to blast furnaces can either be counted here or in the Industrial Processes source/sink category. Within detailed sectoral calculations, certain non-energy processes can be distinguished. In the reduction of iron in a blast furnace through the combustion of coke, the primary purpose of the coke oxidation is to produce pig iron and the emissions can be considered as an industrial process. Care must be taken not to double count these emissions in both Energy and Industrial Processes. In the IEA estimations, these emissions have been included in this category.",,EN,ZS,CO2.ETOT
EN.ATM.CO2E.GF.ZS,Environment: Emissions,CO2 emissions from gaseous fuel consumption (% of total),,Carbon dioxide emissions from liquid fuel consumption refer mainly to emissions from use of natural gas as an energy source.,,EN,ZS,ATM.CO2E.GF
EN.ATM.CO2E.GF.KT,Environment: Emissions,CO2 emissions from gaseous fuel consumption (kt),,Carbon dioxide emissions from liquid fuel consumption refer mainly to emissions from use of natural gas as an energy source.,,EN,KT,ATM.CO2E.GF
EN.ATM.CO2E.LF.ZS,Environment: Emissions,CO2 emissions from liquid fuel consumption (% of total),,Carbon dioxide emissions from liquid fuel consumption refer mainly to emissions from use of petroleum-derived fuels as an energy source.,,EN,ZS,ATM.CO2E.LF
EN.ATM.CO2E.LF.KT,Environment: Emissions,CO2 emissions from liquid fuel consumption (kt),,Carbon dioxide emissions from liquid fuel consumption refer mainly to emissions from use of petroleum-derived fuels as an energy source.,,EN,KT,ATM.CO2E.LF
EN.CO2.MANF.ZS,Environment: Emissions,CO2 emissions from manufacturing industries and construction (% of total fuel combustion),,"CO2 emissions from manufacturing industries and construction contains the emissions from combustion of fuels in industry. The IPCC Source/Sink Category 1 A 2 includes these emissions. However, in the 1996 IPCC Guidelines, the IPCC category also includes emissions from industry autoproducers that generate electricity and/or heat. The IEA data are not collected in a way that allows the energy consumption to be split by specific end-use and therefore, autoproducers are shown as a separate item (Unallocated Autoproducers). Manufacturing industries and construction also includes emissions from coke inputs into blast furnaces, which may be reported either in the transformation sector, the industry sector or the separate IPCC Source/Sink Category 2, Industrial Processes.",,EN,ZS,CO2.MANF
EN.CO2.OTHX.ZS,Environment: Emissions,"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",,"CO2 emissions from other sectors, less residential buildings and commercial and public services, contains the emissions from commercial/institutional activities, residential, agriculture/forestry, fishing and other emissions not specified elsewhere that are included in the IPCC Source/Sink Categories 1 A 4 and 1 A 5. In the 1996 IPCC Guidelines, the category also includes emissions from autoproducers in the commercial/residential/agricultural sectors that generate electricity and/or heat. The IEA data are not collected in a way that allows the energy consumption to be split by specific end-use and therefore, autoproducers are shown as a separate item (Unallocated Autoproducers).",,EN,ZS,CO2.OTHX
EN.CO2.BLDG.ZS,Environment: Emissions,CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),,"CO2 emissions from residential buildings and commercial and public services contains all emissions from fuel combustion in households. This corresponds to IPCC Source/Sink Category 1 A 4 b. Commercial and public services includes emissions from all activities of ISIC Divisions 41, 50-52, 55, 63-67, 70-75, 80, 85, 90-93 and 99.",,EN,ZS,CO2.BLDG
EN.ATM.CO2E.SF.ZS,Environment: Emissions,CO2 emissions from solid fuel consumption (% of total),,Carbon dioxide emissions from solid fuel consumption refer mainly to emissions from use of coal as an energy source.,,EN,ZS,ATM.CO2E.SF
EN.ATM.CO2E.SF.KT,Environment: Emissions,CO2 emissions from solid fuel consumption (kt),,Carbon dioxide emissions from solid fuel consumption refer mainly to emissions from use of coal as an energy source.,,EN,KT,ATM.CO2E.SF
EN.CO2.TRAN.ZS,Environment: Emissions,CO2 emissions from transport (% of total fuel combustion),,"CO2 emissions from transport contains emissions from the combustion of fuel for all transport activity, regardless of the sector, except for international marine bunkers and international aviation. This includes domestic aviation, domestic navigation, road, rail and pipeline transport, and corresponds to IPCC Source/Sink Category 1 A 3. In addition, the IEA data are not collected in a way that allows the autoproducer consumption to be split by specific end-use and therefore, autoproducers are shown as a separate item (Unallocated Autoproducers).",,EN,ZS,CO2.TRAN
EN.ATM.CO2E.EG.ZS,Environment: Emissions,CO2 intensity (kg per kg of oil equivalent energy use),,Carbon dioxide emissions from solid fuel consumption refer mainly to emissions from use of coal as an energy source.,,EN,ZS,ATM.CO2E.EG
EN.ATM.METH.EG.ZS,Environment: Emissions,Energy related methane emissions (% of total),,"Methane emissions from energy processes are emissions from the production, handling, transmission, and combustion of fossil fuels and biofuels.",,EN,ZS,ATM.METH.EG
EN.CLC.GHGR.MT.CE,Environment: Emissions,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),,"GHG net emissions/removals by LUCF refers to changes in atmospheric levels of all greenhouse gases attributable to forest and land-use change activities, including but not limited to (1) emissions and removals of CO2 from decreases or increases in biomass stocks due to forest management, logging, fuelwood collection, etc.; (2) conversion of existing forests and natural grasslands to other land uses; (3) removal of CO2 from the abandonment of formerly managed lands (e.g. croplands and pastures); and (4) emissions and removals of CO2 in soil associated with land-use change and management. For Annex-I countries under the UNFCCC, these data are drawn from the annual GHG inventories submitted to the UNFCCC by each country; for non-Annex-I countries, data are drawn from the most recently submitted National Communication where available.  Because of differences in reporting years and methodologies, these data are not generally considered comparable across countries. Data are in million metric tons.",,EN,CE,CLC.GHGR.MT
EN.ATM.HFCG.KT.CE,Environment: Emissions,HFC gas emissions (thousand metric tons of CO2 equivalent),,"Hydrofluorocarbons, used as a replacement for chlorofluorocarbons, are used mainly in refrigeration and semiconductor manufacturing.",,EN,CE,ATM.HFCG.KT
EN.ATM.NOXE.IN.KT.CE,Environment: Emissions,Industrial nitrous oxide emissions (thousand metric tons of CO2 equivalent),,Industrial nitrous oxide emissions are emissions produced during the manufacturing of adipic acid and nitric acid.,,EN,CE,ATM.NOXE.IN.KT
EN.ATM.METH.KT.CE,Environment: Emissions,Methane emissions (kt of CO2 equivalent),,Methane emissions are those stemming from human activities such as agriculture and from industrial methane production.,,EN,CE,ATM.METH.KT
EN.ATM.METH.EG.KT.CE,Environment: Emissions,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),,"Methane emissions from energy processes are emissions from the production, handling, transmission, and combustion of fossil fuels and biofuels.",,EN,CE,ATM.METH.EG.KT
EN.ATM.NOXE.KT.CE,Environment: Emissions,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),,"Nitrous oxide emissions are emissions from agricultural biomass burning, industrial activities, and livestock management.",,EN,CE,ATM.NOXE.KT
EN.ATM.NOXE.EG.KT.CE,Environment: Emissions,Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent),,Nitrous oxide emissions from energy processes are emissions produced by the combustion of fossil fuels and biofuels.,,EN,CE,ATM.NOXE.EG.KT
EN.ATM.NOXE.EI.ZS,Environment: Emissions,Nitrous oxide emissions in industrial and energy processes (% of total nitrous oxide emissions),,Industrial nitrous oxide emissions are emissions produced during the manufacturing of adipic acid and nitric acid. Nitrous oxide emissions from energy processes are emissions produced by the combustion of fossil fuels and biofuels.,,EN,ZS,ATM.NOXE.EI
EN.ATM.GHGO.KT.CE,Environment: Emissions,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",,"Other greenhouse gas emissions are by-product emissions of hydrofluorocarbons, perfluorocarbons, and sulfur hexafluoride.",,EN,CE,ATM.GHGO.KT
EN.ATM.PFCG.KT.CE,Environment: Emissions,PFC gas emissions (thousand metric tons of CO2 equivalent),,"Perfluorocarbons, used as a replacement for chlorofluorocarbons in manufacturing semiconductors, are a byproduct of aluminum smelting and uranium enrichment.",,EN,CE,ATM.PFCG.KT
EN.ATM.PM25.MC.M3,Environment: Emissions,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",,"Population-weighted exposure to ambient PM2.5 pollution is defined as the average level of exposure of a nation's population to concentrations of suspended particles measuring less than 2.5 microns in aerodynamic diameter, which are capable of penetrating deep into the respiratory tract and causing severe health damage. Exposure is calculated by weighting mean annual concentrations of PM2.5 by population in both urban and rural areas.",,EN,M3,ATM.PM25.MC
EN.ATM.PM25.MC.ZS,Environment: Emissions,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",,"Percent of population exposed to ambient concentrations of PM2.5 that exceed the WHO guideline value is defined as the portion of a countrys population living in places where mean annual concentrations of PM2.5 are greater than 10 micrograms per cubic meter, the guideline value recommended by the World Health Organization as the lower end of the range of concentrations over which adverse health effects due to PM2.5 exposure have been observed.",,EN,ZS,ATM.PM25.MC
EN.ATM.SF6G.KT.CE,Environment: Emissions,SF6 gas emissions (thousand metric tons of CO2 equivalent),,Sulfur hexafluoride is used largely to insulate high-voltage electric power equipment.,,EN,CE,ATM.SF6G.KT
EG.ELC.ACCS.ZS,Environment: Energy production & use,Access to electricity (% of population),,"Access to electricity is the percentage of population with access to electricity. Electrification data are collected from industry, national surveys and international sources.",,EG,ZS,ELC.ACCS
EG.ELC.ACCS.RU.ZS,Environment: Energy production & use,"Access to electricity, rural (% of rural population)",,"Access to electricity, rural is the percentage of rural population with access to electricity.",,EG,ZS,ELC.ACCS.RU
EG.ELC.ACCS.UR.ZS,Environment: Energy production & use,"Access to electricity, urban (% of urban population)",,"Access to electricity, urban is the percentage of urban population with access to electricity.",,EG,ZS,ELC.ACCS.UR
EG.NSF.ACCS.ZS,Environment: Energy production & use,Access to non-solid fuel (% of population),,Access to non-solid fuel is the percentage of population with access to non-solid fuel.,,EG,ZS,NSF.ACCS
EG.NSF.ACCS.RU.ZS,Environment: Energy production & use,"Access to non-solid fuel, rural (% of rural population)",,"Access to non-solid fuel, rural is the percentage of rural population with access to non-solid fuel.",,EG,ZS,NSF.ACCS.RU
EG.NSF.ACCS.UR.ZS,Environment: Energy production & use,"Access to non-solid fuel, urban (% of urban population)",,"Access to non-solid fuel, urban is the percentage of urban population with access to non-solid fuel.",,EG,ZS,NSF.ACCS.UR
